cd_cliente,cd_pedido,cd_produto,categoria_produto,qt_vendida,receita_bruta
1928,889149,100215,Tela,1,708.39
1928,889149,100743,Bateria,2,131.55
1929,881599,100215,Tela,1,709.22
1941,900296,100288,Teclado,1,108.53
1941,900296,121604,Cooler,2,32.39
1941,900296,123111,Placa,3,79.92
1941,907046,100367,Teclado,1,57.14
1941,907046,123112,Placa,2,27.96
1941,854719,100097,Tela,1,595.2
1941,864104,101001,Teclado,1,82.37
1941,942340,101105,Placa,1,497.96
1941,955573,101105,Placa,1,426.97
1941,965316,100671,Teclado,1,57.18
1941,965316,120759,Cooler,2,18.09
1941,934998,100097,Tela,1,547.49
1941,929702,100055,Tela,1,508.03
1941,916789,101122,Cooler,1,13.98
1941,916789,101000,Teclado,2,85.29
1941,916789,100288,Teclado,3,55.2
1941,917765,101000,Teclado,1,87.45
1941,991530,100289,Teclado,1,100.51
1941,995983,100519,Fonte,1,133.4
1941,983471,100101,Tela,1,660.28
1941,972054,100097,Tela,1,413.08
1941,1031472,100097,Tela,1,363.49
1950,910030,100367,Teclado,1,67.39
1950,919834,100497,Bateria,1,137.78
1950,875511,100501,Bateria,1,144.55
1950,906942,100284,Teclado,1,64.2
1950,910488,100820,Teclado,1,72.87
1950,890561,100588,Bateria,1,146.85
1950,890975,100097,Tela,1,596.3
1978,1027489,126924,Bateria,1,280.19
1978,1027489,100669,Teclado,2,66.8
1978,1011286,126924,Bateria,1,325.15
1978,986683,101262,Bateria,1,362.01
1978,972049,101262,Bateria,1,341.52
2016,1032067,101536,Cooler,1,63.2
2016,870090,100681,Bateria,1,184.26
2024,852218,101262,Bateria,1,406.73
2024,1002739,101262,Bateria,1,364.84
2030,945399,100059,Tela,1,558.75
2030,946654,121603,Cooler,1,207.62
2030,946654,100720,Teclado,2,64.42
2030,954114,100763,Bateria,1,226.13
2030,954114,120432,HDD,2,547.78
2030,961635,100681,Bateria,1,167.77
2030,923524,100763,Bateria,1,234.91
2030,923524,101262,Bateria,2,424.75
2030,913485,100097,Tela,1,1207.83
2030,916730,100957,Cooler,1,463.75
2030,916730,100763,Bateria,2,235.03
2030,916730,100507,Bateria,3,195.75
2030,877534,122826,Tela,1,771.25
2030,866528,100289,Teclado,1,58.6
2030,866528,121072,Cooler,2,44.13
2030,866528,100820,Teclado,3,72.21
2030,866528,100367,Teclado,4,62.99
2030,866528,101312,Cooler,5,50.12
2030,867189,101323,Teclado,1,97.1
2030,852232,100820,Teclado,1,78.94
2030,857058,100059,Tela,1,517.22
2030,857058,100763,Bateria,2,229.02
2030,865471,100587,Bateria,1,172.86
2030,865471,101000,Teclado,2,84.45
2030,891442,100810,Teclado,1,71.17
2030,891442,101000,Teclado,2,88.71
2030,888034,100215,Tela,1,708.45
2030,888034,100681,Bateria,2,161.18
2030,888034,100957,Cooler,3,288.79
2030,901563,121603,Cooler,1,172.68
2030,901563,123112,Placa,2,32.33
2030,901563,100705,Bateria,3,235.32
2030,970725,101262,Bateria,1,589.39
2030,970725,100957,Cooler,2,108.53
2030,976212,121465,Tela,1,434.59
2030,976212,100505,Bateria,2,142.64
2030,976212,100801,Bateria,3,127.86
2030,1022786,100097,Tela,1,345.0
2030,1022786,100286,Teclado,2,61.0
2030,1024771,100681,Bateria,1,140.36
2030,1024771,126924,Bateria,2,268.34
2030,1006039,100957,Cooler,1,405.52
2030,1003911,101262,Bateria,1,350.46
2030,1003911,124784,Tela,2,373.83
2030,994574,100820,Teclado,1,58.96
2030,994574,100505,Bateria,2,161.54
2032,969124,100699,Bateria,1,195.0
2032,907936,121465,Tela,1,749.31
2032,906904,101000,Teclado,1,117.73
2032,890362,101000,Teclado,1,123.11
2032,910950,101323,Teclado,1,113.46
2032,913461,100820,Teclado,1,102.62
2032,936302,100801,Bateria,1,166.17
2032,937790,100705,Bateria,1,208.47
2032,937790,100097,Tela,2,565.18
2032,966378,101323,Teclado,1,95.0
2032,956358,122826,Tela,1,648.06
2032,955619,100063,Tela,1,287.0
2032,957324,122826,Tela,1,698.06
2032,957083,122826,Tela,1,631.02
2032,946511,100097,Tela,1,542.73
2032,946511,101000,Teclado,2,72.92
2032,942053,101000,Teclado,1,102.88
2032,948089,100097,Tela,1,526.39
2038,904588,101293,Placa,1,413.86
2038,904588,101105,Placa,2,500.9
2038,921688,125430,Placa,1,916.85
2038,921688,101108,Fonte,2,170.92
2050,893059,100059,Tela,1,540.01
2050,893059,100215,Tela,2,732.57
2050,904490,122826,Tela,1,840.57
2050,852907,100063,Tela,1,331.5
2059,971485,100055,Tela,1,425.97
2059,981015,100097,Tela,1,425.05
2059,982975,126921,Bateria,1,205.68
2059,984763,100291,Teclado,1,67.52
2059,984763,100499,Bateria,2,117.23
2059,993070,100097,Tela,1,425.05
2059,990780,100679,Bateria,1,157.32
2059,1007966,124805,Tela,1,445.01
2059,852466,101262,Bateria,1,422.36
2059,852466,101344,Teclado,2,84.45
2059,852079,101000,Teclado,1,78.12
2059,852079,100497,Bateria,2,115.86
2059,852079,100059,Tela,3,518.44
2059,865054,100498,Bateria,1,156.15
2059,862539,100499,Bateria,1,139.55
2059,861333,100820,Teclado,1,80.27
2059,878044,100588,Bateria,1,155.79
2059,875863,100097,Tela,1,641.21
2059,871205,100288,Teclado,1,65.62
2059,866622,100063,Tela,1,296.53
2059,866327,101001,Teclado,1,90.03
2059,894002,100497,Bateria,1,144.99
2059,889390,100497,Bateria,1,140.53
2059,882394,100820,Teclado,1,81.79
2059,920963,100367,Teclado,1,74.79
2059,924999,121465,Tela,1,648.49
2059,937531,100820,Teclado,1,80.37
2059,937978,100097,Tela,1,553.37
2059,934479,100097,Tela,1,553.4
2059,928667,100063,Tela,1,294.07
2059,954212,100367,Teclado,1,61.42
2059,962607,100097,Tela,1,432.51
2059,950287,100763,Bateria,1,241.54
2059,953358,100820,Teclado,1,69.83
2059,952479,100820,Teclado,1,69.83
2059,942465,100367,Teclado,1,70.17
2059,941087,100097,Tela,1,523.07
2059,946417,100097,Tela,1,522.21
2059,945512,100761,Bateria,1,310.87
2063,1011472,100063,Tela,1,254.55
2063,944231,100726,Teclado,1,83.0
2063,950209,100499,Bateria,1,122.87
2063,950209,122805,SSD,2,234.69
2063,964955,124784,Tela,1,418.03
2063,964955,124399,SSD,2,209.52
2063,929756,100101,Tela,1,350.68
2063,929756,122805,SSD,2,227.23
2063,931160,100500,Bateria,1,154.8
2063,920824,100284,Teclado,1,70.76
2063,920824,122805,SSD,2,246.55
2063,917787,100820,Teclado,1,92.62
2063,882166,100097,Tela,1,594.92
2063,887802,100336,Teclado,1,82.15
2063,900294,100329,Teclado,1,103.55
2063,876171,100820,Teclado,1,94.14
2063,861045,101324,Teclado,1,84.82
2063,861045,101323,Teclado,2,156.22
2063,860214,100763,Bateria,1,250.69
2063,853512,100063,Tela,1,274.32
2063,853410,100059,Tela,1,528.43
2075,964080,124398,SSD,1,751.57
2075,964080,100366,Teclado,2,48.08
2075,990653,126727,SSD,1,684.22
2075,990653,124805,Tela,2,410.11
2075,990653,122655,SSD,3,187.63
2075,982950,124398,SSD,1,787.3
2075,982950,121465,Tela,2,422.62
2075,982950,122826,Tela,3,627.43
2075,1009663,124398,SSD,1,659.3
2075,1009663,101286,Cooler,2,71.99
2075,1018673,100097,Tela,1,371.76
2075,1018673,122655,SSD,2,286.78
2075,1010820,100366,Teclado,1,75.38
2075,1028029,124399,SSD,1,611.84
2075,1028029,100063,Tela,2,243.13
2075,992988,100097,Tela,1,431.59
2075,1002781,122655,SSD,1,303.54
2075,1002781,100995,Teclado,2,70.99
2075,952963,124398,SSD,1,908.97
2075,952963,101323,Teclado,2,123.1
2075,951487,100821,Teclado,1,92.64
2075,962150,100063,Tela,1,257.42
2075,965748,124784,Tela,1,432.2
2075,965748,100820,Teclado,2,55.9
2075,916150,124398,SSD,1,156.32
2075,916150,122805,SSD,2,243.85
2075,916150,100772,Teclado,3,72.99
2075,919372,100810,Teclado,1,89.52
2075,922493,124398,SSD,1,884.84
2075,928769,124398,SSD,1,879.82
2075,859303,100759,Teclado,1,106.67
2075,860835,100740,Teclado,1,95.92
2075,853702,100681,Bateria,1,191.41
2075,853702,100810,Teclado,2,60.6
2075,856220,122806,SSD,1,651.37
2075,856220,122805,SSD,2,694.11
2075,856220,100810,Teclado,4,53.83
2075,856220,100059,Tela,5,500.45
2075,869382,122806,SSD,1,801.37
2075,892916,122806,SSD,1,779.41
2075,892916,100681,Bateria,2,154.8
2075,906552,100097,Tela,1,608.7
2075,906552,122806,SSD,2,415.07
2075,912114,124398,SSD,1,858.17
2075,888027,101000,Teclado,1,102.64
2100,887173,101108,Fonte,1,95.06
2100,882413,101112,Fonte,1,97.87
2100,882413,101018,Cooler,2,82.71
2100,882413,121465,Tela,3,676.58
2100,884334,101115,Fonte,1,88.3
2100,898307,101000,Teclado,1,83.77
2100,898307,100367,Teclado,2,61.59
2100,904502,100810,Teclado,1,71.7
2100,901714,121560,Bateria,1,105.43
2100,866530,100291,Teclado,1,68.75
2100,857490,100501,Bateria,1,133.55
2100,857490,100957,Cooler,2,145.4
2100,859129,101509,Cooler,1,165.16
2100,864757,100499,Bateria,1,126.13
2100,864757,100291,Teclado,2,62.47
2100,864757,100820,Teclado,3,66.67
2100,932192,101000,Teclado,1,82.7
2100,933000,100499,Bateria,1,122.79
2100,933000,100288,Teclado,2,55.56
2100,933200,122826,Tela,1,754.24
2100,913892,121560,Bateria,1,135.84
2100,965035,101115,Fonte,1,169.01
2100,958986,100937,Fonte,1,145.39
2100,995483,100101,Tela,1,332.01
2100,1000605,100101,Tela,1,331.06
2100,1000605,101234,Cooler,2,83.25
2100,994658,100101,Tela,1,331.35
2100,972106,100499,Bateria,1,114.16
2100,1025013,101000,Teclado,1,146.85
2112,1030361,100097,Tela,1,351.18
2112,1030361,124399,SSD,2,339.0
2116,1019503,100740,Teclado,1,82.15
2116,1019503,100515,Fonte,2,59.08
2116,1008443,100097,Tela,1,379.63
2116,856704,100588,Bateria,1,155.72
2116,864069,100820,Teclado,1,83.57
2116,873778,100288,Teclado,1,58.4
2116,873778,101109,Fonte,2,80.12
2116,914440,100820,Teclado,1,76.83
2116,914440,100288,Teclado,2,61.73
2116,938064,100588,Bateria,1,167.97
2135,930285,101324,Teclado,1,91.06
2135,928636,121293,Teclado,1,75.54
2135,920005,100215,Tela,1,686.17
2135,924850,100101,Tela,1,355.86
2135,924434,100101,Tela,1,355.86
2135,946123,101292,Placa,1,436.48
2135,941432,100285,Teclado,1,69.79
2135,941432,100497,Bateria,2,130.7
2135,941432,101262,Bateria,3,342.85
2135,960236,100773,Teclado,1,52.26
2135,960236,100957,Cooler,2,106.62
2135,960236,122809,Memoria,3,152.1
2135,874624,100763,Bateria,1,239.18
2135,874624,101109,Fonte,2,142.68
2135,876758,100094,Tela,1,615.49
2135,866276,100844,Bateria,1,127.52
2135,866276,100588,Bateria,2,148.63
2135,858230,101109,Fonte,1,148.53
2135,858230,100820,Teclado,2,65.92
2135,862533,100097,Tela,1,620.83
2135,859235,100055,Tela,1,488.51
2135,882263,100059,Tela,1,1560.57
2135,1013126,126924,Bateria,1,314.24
2135,1013126,100937,Fonte,2,74.97
2135,994158,100059,Tela,1,425.4
2135,1031405,100059,Tela,1,422.69
2135,1031405,100369,Teclado,2,67.26
2181,881715,100097,Tela,1,590.7
2181,881715,121465,Tela,2,687.59
2181,881715,100101,Tela,3,384.81
2181,881715,100671,Teclado,4,52.52
2181,881715,101323,Teclado,5,72.15
2181,881715,100820,Teclado,6,129.99
2181,886304,101000,Teclado,1,173.04
2181,886304,100794,Teclado,2,83.08
2181,886304,100820,Teclado,3,147.75
2181,900334,100291,Teclado,1,74.58
2181,900334,100502,Bateria,2,146.08
2181,900334,100829,Teclado,3,86.01
2181,900334,100470,Teclado,4,74.64
2181,897909,100336,Teclado,1,130.35
2181,897909,100773,Teclado,2,69.51
2181,897909,100288,Teclado,3,122.4
2181,892994,101000,Teclado,1,179.11
2181,892994,100989,Bateria,2,176.27
2181,892994,100668,Teclado,3,71.67
2181,909672,100844,Bateria,1,134.8
2181,909672,100101,Tela,2,426.28
2181,909672,121293,Teclado,3,104.49
2181,909672,100821,Teclado,4,72.12
2181,910808,101323,Teclado,2,78.98
2181,910808,100720,Teclado,3,64.51
2181,910808,100097,Tela,4,645.53
2181,906844,101027,Teclado,1,77.61
2181,906844,100795,Teclado,2,91.64
2181,906844,122826,Tela,3,801.1
2181,906844,100820,Teclado,4,65.51
2181,906844,123133,Placa,5,127.24
2181,856052,100063,Tela,1,307.17
2181,856052,100820,Teclado,2,199.54
2181,860907,100690,Bateria,1,116.74
2181,860907,100689,Bateria,2,164.51
2181,860907,100097,Tela,3,1232.7
2181,860907,100055,Tela,4,479.93
2181,864062,101324,Teclado,1,102.08
2181,864062,100728,Teclado,2,105.13
2181,866433,100810,Teclado,1,63.87
2181,866433,100063,Tela,2,313.56
2181,876466,100502,Bateria,1,152.34
2181,876466,100367,Teclado,2,124.16
2181,876466,101001,Teclado,3,82.42
2181,876466,100810,Teclado,4,131.6
2181,873158,100059,Tela,1,519.49
2181,873158,100055,Tela,2,483.65
2181,873158,101001,Teclado,3,73.24
2181,948892,100367,Teclado,1,91.0
2181,948892,124784,Tela,2,503.44
2181,948892,121465,Tela,3,613.89
2181,942512,101323,Teclado,1,154.19
2181,942512,100999,Teclado,2,204.29
2181,961654,124784,Tela,1,420.14
2181,961654,100063,Tela,2,235.64
2181,961654,122826,Tela,3,611.37
2181,924421,100055,Tela,1,520.04
2181,924421,100063,Tela,2,296.52
2181,924421,100499,Bateria,3,126.6
2181,924421,100503,Bateria,4,167.66
2181,922256,100811,Bateria,1,339.52
2181,922256,123133,Placa,2,138.03
2181,922256,101000,Teclado,3,89.55
2181,917761,100101,Tela,1,428.03
2181,917761,100589,Bateria,2,176.92
2181,917761,100820,Teclado,3,69.83
2181,917761,100336,Teclado,4,59.75
2181,935826,100708,Bateria,1,184.74
2181,935826,100763,Bateria,2,245.88
2181,935826,100979,Teclado,3,87.24
2181,935826,100671,Teclado,4,60.76
2181,991062,100101,Tela,1,666.19
2181,991062,124805,Tela,2,416.35
2181,967668,101027,Teclado,1,141.8
2181,967668,100288,Teclado,2,49.44
2181,967668,100063,Tela,3,258.68
2181,967668,100336,Teclado,4,54.57
2181,983478,121465,Tela,1,447.35
2181,983478,100288,Teclado,2,47.21
2181,979121,100063,Tela,1,261.95
2181,979121,100097,Tela,2,427.26
2181,979121,100773,Teclado,3,58.82
2181,979121,100810,Teclado,4,108.82
2181,1009521,100097,Tela,1,362.48
2181,1009521,100059,Tela,2,369.59
2181,1009521,100055,Tela,3,389.36
2181,1009521,100773,Teclado,4,64.73
2181,1009521,100332,Teclado,5,79.61
2181,1015779,121465,Tela,1,429.2
2181,1015779,100820,Teclado,2,58.77
2181,1015779,101323,Teclado,3,66.38
2181,1025880,101000,Teclado,1,73.6
2181,1025880,100097,Tela,2,386.26
2181,1025880,100101,Tela,3,351.9
2197,879916,100763,Bateria,1,445.86
2197,880411,100999,Teclado,1,251.62
2197,877248,100681,Bateria,1,338.78
2197,869054,100763,Bateria,1,471.83
2197,862023,101019,Cooler,1,349.7
2197,862023,101018,Cooler,2,1398.8
2197,857202,100055,Tela,1,1800.77
2197,857202,100097,Tela,2,3354.86
2197,857202,101262,Bateria,3,684.72
2197,857202,100499,Bateria,4,110.99
2202,856363,100059,Tela,1,508.02
2202,856363,100497,Bateria,2,119.71
2202,854413,100097,Tela,1,588.6
2202,867974,100995,Teclado,1,78.7
2202,869959,121465,Tela,1,680.85
2202,869959,101000,Teclado,2,76.62
2202,877575,100336,Teclado,1,77.52
2202,872860,100101,Tela,1,405.6
2202,879935,101324,Teclado,1,92.77
2202,883697,100588,Bateria,1,155.46
2202,886203,100097,Tela,1,583.09
2202,890238,101001,Teclado,1,75.18
2202,890238,121465,Tela,2,693.17
2202,890238,100497,Bateria,3,123.09
2202,890238,100101,Tela,4,387.93
2202,905860,100810,Teclado,1,78.38
2202,892962,100820,Teclado,1,78.09
2202,940376,100820,Teclado,1,137.5
2202,940376,121293,Teclado,2,126.91
2202,916956,100820,Teclado,1,80.27
2202,922045,100499,Bateria,1,136.87
2202,955036,100094,Tela,1,595.89
2202,955036,100742,Bateria,2,151.13
2202,945559,100063,Tela,1,292.29
2202,945275,100097,Tela,1,525.09
2202,1017563,100097,Tela,1,351.0
2202,1006057,126917,Bateria,1,141.84
2202,983020,100705,Bateria,1,205.33
2202,983020,100759,Teclado,2,84.67
2214,988540,100679,Bateria,1,149.71
2214,991364,100679,Bateria,1,148.61
2214,946668,100101,Tela,1,351.33
2214,922628,100372,Teclado,1,80.97
2214,910741,100101,Tela,1,422.69
2240,891941,100059,Tela,1,542.12
2240,891941,121465,Tela,2,686.71
2240,863081,100097,Tela,1,610.54
2240,863081,100367,Teclado,2,55.5
2240,960625,124784,Tela,1,490.34
2240,959680,100063,Tela,1,246.41
2240,959680,100810,Teclado,2,60.67
2240,1006034,100097,Tela,1,381.73
2259,853712,100097,Tela,1,596.77
2259,869052,100101,Tela,1,396.63
2259,870780,100288,Teclado,1,56.88
2259,913773,100688,Bateria,1,179.14
2259,917227,121293,Teclado,1,106.62
2259,925920,100726,Teclado,1,72.19
2259,943985,100820,Teclado,1,74.15
2259,1010863,126926,Bateria,1,108.91
2259,1010863,126927,Bateria,2,128.45
2259,1013834,121465,Tela,1,392.63
2259,1016155,100693,Bateria,1,154.73
2259,986769,100097,Tela,1,412.91
2259,1004339,100507,Bateria,1,174.47
2259,996132,100844,Bateria,1,139.86
2259,1032781,126924,Bateria,1,292.47
2261,1016689,121518,Tela,1,522.5
2261,998540,126923,Bateria,1,498.43
2261,998540,126925,Bateria,2,253.61
2261,998540,100354,Teclado,3,40.15
2261,963566,100681,Bateria,1,140.37
2261,963566,101108,Fonte,2,87.52
2261,963566,100950,Fonte,4,61.71
2261,962907,124784,Tela,1,1189.51
2261,1020352,100679,Bateria,1,137.5
2261,995535,100937,Fonte,1,157.51
2261,1005028,126919,Bateria,1,267.16
2261,986218,100059,Tela,1,829.12
2261,989890,100821,Teclado,2,94.5
2261,982962,101000,Teclado,1,311.75
2261,982962,100288,Teclado,2,45.36
2261,982962,100289,Teclado,3,93.23
2261,982962,100588,Bateria,4,145.7
2261,972033,100681,Bateria,1,153.71
2261,972033,100678,Bateria,2,150.39
2261,972033,100773,Teclado,3,56.4
2261,1014646,121465,Tela,1,1027.67
2261,1014646,124784,Tela,2,1012.33
2261,943865,100337,Teclado,1,143.5
2261,946593,121465,Tela,1,622.71
2261,949553,100588,Bateria,1,129.63
2261,949553,100507,Bateria,2,189.33
2261,959701,100763,Bateria,1,248.84
2261,959791,100698,Bateria,1,171.28
2261,958359,100840,Bateria,1,196.21
2261,937333,100101,Tela,1,366.66
2261,862567,101256,Fonte,1,239.13
2261,879511,100059,Tela,1,1053.73
2261,881551,101120,Fonte,1,183.92
2261,911277,100501,Bateria,1,177.79
2261,893228,100763,Bateria,1,264.53
2279,879266,101105,Placa,1,507.57
2279,959079,100681,Bateria,1,173.02
2279,960075,100810,Teclado,1,71.99
2279,960075,100820,Teclado,2,66.55
2279,951670,100681,Bateria,1,173.02
2279,944659,100333,Teclado,1,83.52
2279,1026018,100301,Teclado,1,63.0
2279,1029754,101000,Teclado,1,93.2
2279,989469,121465,Tela,1,449.76
2309,856277,100820,Teclado,1,63.3
2309,856277,122806,SSD,2,277.95
2309,853744,101117,Fonte,1,98.0
2309,853744,100814,Teclado,2,63.41
2309,865108,122805,SSD,1,462.76
2309,865108,122806,SSD,2,395.41
2309,865108,100367,Teclado,3,56.14
2330,933786,100820,Teclado,1,70.46
2330,937975,100763,Bateria,1,232.67
2330,926204,100063,Tela,1,279.16
2330,929505,100728,Teclado,1,91.56
2330,932726,100097,Tela,1,544.13
2330,922519,100497,Bateria,1,137.78
2330,944063,100504,Bateria,1,166.46
2330,945372,100726,Teclado,1,64.58
2330,941441,100505,Bateria,1,169.79
2330,953454,121294,Bateria,1,268.79
2330,949831,101000,Teclado,1,74.77
2330,958867,100919,Fonte,1,87.22
2330,955502,100588,Bateria,1,130.82
2330,865900,100761,Bateria,1,296.86
2330,860406,100820,Teclado,1,72.61
2330,861591,100284,Teclado,1,69.75
2330,858171,100097,Tela,1,610.09
2330,869491,100699,Bateria,1,150.06
2330,869491,100059,Tela,2,525.62
2330,872477,100689,Bateria,1,174.27
2330,873981,101000,Teclado,1,86.64
2330,875882,100367,Teclado,1,64.5
2330,883679,100483,Teclado,1,57.46
2330,883679,100692,Bateria,2,149.34
2330,891796,100820,Teclado,1,74.84
2330,893264,100820,Teclado,1,67.24
2330,893264,100692,Bateria,2,155.46
2330,892771,100497,Bateria,1,137.78
2330,904318,100097,Tela,1,300.39
2330,905685,100097,Tela,1,617.28
2330,1031507,126917,Bateria,1,131.66
2330,1027556,100097,Tela,1,366.72
2330,1013947,124784,Tela,1,381.02
2330,1017488,121560,Bateria,1,115.3
2330,1016849,124784,Tela,1,399.48
2330,1006618,126925,Bateria,1,142.91
2330,972278,100055,Tela,1,418.95
2330,974189,100820,Teclado,1,62.99
2330,982979,100588,Bateria,1,156.73
2330,982979,100366,Teclado,2,51.13
2330,986184,100289,Teclado,1,47.22
2330,986184,100497,Bateria,2,149.08
2330,986042,100588,Bateria,1,160.79
2330,982062,100288,Teclado,1,43.6
2330,1003955,100059,Tela,1,368.75
2330,1004615,100920,Fonte,1,80.87
2330,1004615,101000,Teclado,2,65.85
2330,1003785,126921,Bateria,1,209.33
2330,996387,101262,Bateria,1,361.85
2348,1003174,121465,Tela,1,1750.0
2348,1029888,100288,Teclado,1,1350.0
2348,1029888,100059,Tela,2,1280.0
2348,929853,100063,Tela,1,1283.65
2348,929853,122826,Tela,2,1390.36
2348,929853,100059,Tela,3,926.66
2348,929853,100055,Tela,4,934.85
2348,957604,100097,Tela,1,2001.41
2348,946152,100063,Tela,1,1311.74
2348,946152,100999,Teclado,2,400.92
2354,953669,101262,Bateria,1,307.62
2354,876770,101323,Teclado,1,84.42
2354,906583,100063,Tela,1,280.0
2354,906583,100336,Teclado,2,55.0
2360,883732,100288,Teclado,1,66.18
2360,884007,100288,Teclado,1,48.53
2360,885069,100097,Tela,1,605.18
2360,880720,101254,Fonte,1,328.83
2360,880720,101118,Fonte,2,212.46
2360,877512,101001,Teclado,1,90.86
2360,873140,100283,Teclado,1,83.48
2360,870864,101117,Fonte,1,256.74
2360,870864,100957,Cooler,2,178.12
2360,860515,100097,Tela,1,629.92
2360,863269,100505,Bateria,1,181.65
2360,855953,100840,Bateria,1,188.02
2360,942394,100844,Bateria,1,146.83
2360,962658,122826,Tela,1,651.48
2360,962279,100063,Tela,1,245.86
2360,937461,100097,Tela,1,551.82
2360,937461,101001,Teclado,2,72.02
2360,1008809,101344,Teclado,1,104.22
2360,1000797,100519,Fonte,1,129.79
2360,1000797,101116,Fonte,2,83.55
2360,1000797,100957,Cooler,3,238.56
2360,986780,126927,Bateria,1,137.59
2360,969712,100097,Tela,1,435.91
2368,856168,100101,Tela,1,372.33
2368,876717,100720,Teclado,1,66.92
2368,905684,100589,Bateria,1,168.68
2368,905684,100817,Teclado,2,89.83
2374,879529,100101,Tela,1,395.66
2376,880022,100743,Bateria,1,158.11
2376,880357,100367,Teclado,1,84.98
2376,885103,100097,Tela,1,616.35
2376,885103,100101,Tela,2,395.92
2376,911397,100810,Teclado,1,87.67
2376,904564,100681,Bateria,1,179.32
2376,867932,100497,Bateria,1,154.07
2376,870017,121295,Bateria,1,305.57
2376,860529,100097,Tela,1,638.87
2376,860115,100820,Teclado,1,89.56
2376,925973,100681,Bateria,1,182.78
2376,922495,100820,Teclado,1,93.59
2376,920393,100743,Bateria,1,166.23
2376,919744,100820,Teclado,1,93.59
2376,963842,100592,Bateria,1,301.29
2376,964812,100588,Bateria,1,145.75
2376,960346,121295,Bateria,1,306.71
2376,954972,100497,Bateria,1,146.76
2376,945181,100763,Bateria,1,250.79
2376,968838,100763,Bateria,1,218.47
2376,981451,100500,Bateria,1,157.87
2376,976109,101000,Teclado,1,89.66
2376,993872,100681,Bateria,1,173.02
2376,1024532,100097,Tela,1,361.19
2377,1010256,100745,Bateria,1,254.5
2393,925741,100063,Tela,1,292.11
2393,1003381,100097,Tela,1,357.63
2393,1004142,121465,Tela,1,376.45
2412,927579,100505,Bateria,1,178.71
2429,918791,100820,Teclado,1,77.61
2444,1015079,122810,Memoria,1,209.8
2447,1018129,126924,Bateria,1,565.41
2447,1006970,100286,Teclado,1,72.57
2447,1006970,100497,Bateria,2,154.05
2447,1005994,126917,Bateria,1,124.16
2447,1005994,100289,Teclado,2,47.36
2447,1005994,100097,Tela,3,377.97
2447,983074,100286,Teclado,1,128.56
2447,983074,100497,Bateria,2,136.44
2447,983074,100501,Bateria,3,139.25
2447,983074,100284,Teclado,4,55.52
2447,983074,100097,Tela,5,399.09
2447,1033169,100097,Tela,1,734.03
2447,953339,100097,Tela,1,1433.03
2447,958486,100059,Tela,1,934.73
2447,914916,100059,Tela,1,570.97
2447,914916,100801,Bateria,2,131.13
2447,921801,100745,Bateria,1,303.8
2447,921801,100497,Bateria,2,132.04
2447,919769,121465,Tela,1,1352.68
2447,933635,100063,Tela,1,567.97
2447,882193,100587,Bateria,1,167.79
2447,882193,100749,Bateria,2,148.17
2447,882193,100710,Teclado,3,69.29
2447,880746,100763,Bateria,1,225.05
2447,880746,100063,Tela,2,278.09
2447,880746,100097,Tela,3,598.11
2447,886672,100497,Bateria,1,127.7
2447,886672,100744,Bateria,2,266.49
2447,910899,100097,Tela,1,1268.88
2447,896686,100588,Bateria,1,143.06
2447,896686,100311,Teclado,2,61.63
2447,896686,100705,Bateria,3,212.61
2447,896686,101323,Teclado,4,75.21
2447,896686,100059,Tela,5,562.5
2447,896686,100097,Tela,6,615.05
2447,858191,100097,Tela,1,1195.06
2447,856061,100679,Bateria,1,115.17
2447,856061,100059,Tela,2,518.47
2447,853701,100497,Bateria,1,130.23
2447,853701,100288,Teclado,2,53.04
2447,864225,121465,Tela,1,698.61
2447,862695,100681,Bateria,1,354.46
2447,872046,100097,Tela,1,625.39
2447,872046,100501,Bateria,2,134.08
2447,866612,100505,Bateria,1,169.87
2447,866612,100497,Bateria,2,129.88
2469,871817,100336,Teclado,1,73.12
2469,874623,100337,Teclado,1,63.53
2469,874623,100288,Teclado,2,57.81
2469,861822,101001,Teclado,1,86.51
2469,853378,121290,Teclado,1,63.25
2469,853378,101344,Teclado,2,92.08
2469,911892,100097,Tela,1,613.25
2469,881004,100337,Teclado,1,72.34
2469,881689,100681,Bateria,1,174.39
2469,986607,100336,Teclado,1,67.18
2474,896612,101113,Fonte,1,181.84
2474,896612,101116,Fonte,2,93.08
2474,896612,101119,Fonte,3,84.01
2474,896612,101108,Fonte,4,90.02
2474,896612,100588,Bateria,5,145.04
2474,904710,100097,Tela,1,622.78
2474,859064,122806,SSD,1,1275.25
2474,859064,100820,Teclado,2,60.19
2474,859064,101108,Fonte,3,79.12
2474,859064,101254,Fonte,4,78.48
2474,859064,101111,Fonte,5,91.6
2474,859064,101109,Fonte,6,67.81
2474,920614,100681,Bateria,1,157.25
2474,920614,100502,Bateria,2,147.85
2474,920614,101116,Fonte,3,97.03
2474,920614,101109,Fonte,4,71.73
2474,960603,100519,Fonte,1,124.61
2474,960603,100920,Fonte,2,153.56
2474,960603,100516,Fonte,3,143.51
2474,960603,100757,Fonte,4,64.56
2474,960603,100756,Fonte,5,107.5
2474,960603,100367,Teclado,6,45.84
2474,960603,100937,Fonte,7,192.9
2474,962071,100367,Teclado,1,58.96
2474,950547,100588,Bateria,1,136.51
2474,948883,100063,Tela,1,237.0
2474,944211,100763,Bateria,1,239.94
2474,942106,100694,Bateria,1,156.27
