,carat,cut,color,clarity,depth,table,x,y,z,grp_clarity,grp_color,grp_cut,log_carat,log_carat_menor_2,log_carat_maior_2,dist_carat,grade,IFDIdeal,SI1DPremium,SI1HIdeal,SI2FIdeal,SI2FPremium,SI2GGood,SI2GIdeal,SI2GPremium,SI2GVery Good,VS2DIdeal,VS2DPremium,VS2GIdeal,VS2IIdeal,VVS1DIdeal,VVS1EIdeal,VVS2DIdeal,color_D,clarity_SI2,grp_cla_I,grp_cla_IF,grp_cla_SI,grp_cla_VS,grp_cla_VVS,grp_col_Colorless,grp_col_Near Colorless,grp_col_Tinted,grp_cut_Fair,grp_cut_Good,grp_cut_Ideal,grp_cut_Very Good/Premium,price_predicted
819,0.32,Ideal,G,VVS1,61.7,56.0,4.37,4.41,2.71,VVS,Colorless,Ideal,-1.1394342831883648,-1.1394342831883648,0.0,-0.6799999999999999,VVS1GIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,False,846.5479103991406
820,0.91,Premium,F,SI2,60.8,59.0,6.28,6.25,3.81,SI,Colorless,Very Good/Premium,-0.09431067947124129,-0.09431067947124129,0.0,-0.08999999999999997,SI2FPremium,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,True,False,False,False,False,False,True,3117.199540915503
821,0.91,Ideal,E,SI1,61.2,58.0,6.24,6.3,3.84,SI,Colorless,Ideal,-0.09431067947124129,-0.09431067947124129,0.0,-0.08999999999999997,SI1EIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False,False,True,False,3941.621895758774
822,1.5,Premium,E,VS1,62.5,58.0,7.28,7.21,4.53,VS,Colorless,Very Good/Premium,0.4054651081081644,0.4054651081081644,0.0,-0.5,VS1EPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,True,12212.330275562093
823,0.9,Ideal,H,SI2,62.1,55.0,6.17,6.2,3.84,SI,Near Colorless,Ideal,-0.10536051565782628,-0.10536051565782628,0.0,-0.09999999999999998,SI2HIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,True,False,False,False,True,False,2776.8951112626864
824,0.77,Very Good,D,SI1,62.1,58.0,5.84,5.89,3.64,SI,Colorless,Very Good/Premium,-0.2613647641344075,-0.2613647641344075,0.0,-0.22999999999999998,SI1DVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,True,False,False,True,False,False,False,False,False,True,3051.5733912212654
825,0.43,Premium,F,VS2,61.0,57.0,4.87,4.84,2.96,VS,Colorless,Very Good/Premium,-0.843970070294529,-0.843970070294529,0.0,-0.5700000000000001,VS2FPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,True,1174.5954841671437
826,0.32,Ideal,I,VVS2,62.0,54.9,4.36,4.39,2.71,VVS,Near Colorless,Ideal,-1.1394342831883648,-1.1394342831883648,0.0,-0.6799999999999999,VVS2IIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,True,False,False,False,True,False,696.3755555955505
827,0.6,Ideal,G,VVS2,61.4,59.0,5.37,5.41,3.31,VVS,Colorless,Ideal,-0.5108256237659907,-0.5108256237659907,0.0,-0.4,VVS2GIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,False,2672.184748853196
828,1.72,Good,J,SI2,63.2,57.0,7.56,7.6,4.79,SI,Tinted,Good,0.5423242908253617,0.5423242908253617,0.0,-0.28,SI2JGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,False,True,False,True,False,False,7172.647664809506
829,0.32,Premium,J,VS1,61.9,58.0,4.39,4.33,2.7,VS,Tinted,Very Good/Premium,-1.1394342831883648,-1.1394342831883648,0.0,-0.6799999999999999,VS1JPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,True,456.08085154514185
830,1.23,Ideal,J,SI1,63.1,58.0,6.8,6.74,4.27,SI,Tinted,Ideal,0.20701416938432612,0.20701416938432612,0.0,-0.77,SI1JIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,True,False,5025.028964841603
831,1.67,Ideal,H,SI1,61.6,55.0,7.68,7.62,4.71,SI,Near Colorless,Ideal,0.5128236264286637,0.5128236264286637,0.0,-0.33000000000000007,SI1HIdeal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,True,False,11147.403385645994
832,0.4,Good,E,SI1,63.5,55.0,4.67,4.71,2.98,SI,Colorless,Good,-0.916290731874155,-0.916290731874155,0.0,-0.6,SI1EGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False,True,False,False,821.2806237968106
833,0.41,Ideal,F,VS1,60.6,57.0,4.84,4.79,2.92,VS,Colorless,Ideal,-0.8915981192837836,-0.8915981192837836,0.0,-0.5900000000000001,VS1FIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,True,False,1113.9519300645518
834,1.24,Good,G,VS2,61.3,57.0,6.78,6.88,4.19,VS,Colorless,Good,0.2151113796169455,0.2151113796169455,0.0,-0.76,VS2GGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,True,False,False,8388.402119161125
835,0.41,Very Good,H,VS2,60.0,57.0,4.92,4.88,2.94,VS,Near Colorless,Very Good/Premium,-0.8915981192837836,-0.8915981192837836,0.0,-0.5900000000000001,VS2HVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,True,885.5121064881072
836,0.32,Very Good,I,VS2,63.0,55.0,4.34,4.39,2.75,VS,Near Colorless,Very Good/Premium,-1.1394342831883648,-1.1394342831883648,0.0,-0.6799999999999999,VS2IVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,True,561.4869143355083
837,0.37,Very Good,E,VS2,61.8,59.0,4.56,4.6,2.83,VS,Colorless,Very Good/Premium,-0.9942522733438669,-0.9942522733438669,0.0,-0.63,VS2EVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,True,891.6382109800107
838,1.01,Good,F,VS2,60.6,62.0,6.52,6.49,3.94,VS,Colorless,Good,0.009950330853168092,0.009950330853168092,0.0,-0.99,VS2FGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,True,False,False,5858.342354440816
839,1.18,Ideal,F,VVS1,61.5,55.6,6.79,6.83,4.19,VVS,Colorless,Ideal,0.16551443847757333,0.16551443847757333,0.0,-0.8200000000000001,VVS1FIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,False,10012.574708821512
840,0.32,Good,F,SI1,63.2,55.0,4.37,4.4,2.77,SI,Colorless,Good,-1.1394342831883648,-1.1394342831883648,0.0,-0.6799999999999999,SI1FGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False,True,False,False,544.8753826331945
841,0.75,Ideal,I,VS1,61.1,59.0,5.85,5.87,3.58,VS,Near Colorless,Ideal,-0.2876820724517809,-0.2876820724517809,0.0,-0.25,VS1IIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,True,False,2741.9835816092573
842,0.3,Very Good,G,VVS2,61.6,56.0,4.27,4.3,2.64,VVS,Colorless,Very Good/Premium,-1.2039728043259361,-1.2039728043259361,0.0,-0.7,VVS2GVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,False,True,726.2571713865098
843,0.7,Very Good,D,VS1,61.6,58.0,5.67,5.73,3.51,VS,Colorless,Very Good/Premium,-0.35667494393873245,-0.35667494393873245,0.0,-0.30000000000000004,VS1DVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,True,False,True,False,False,False,False,False,True,3070.7895453777846
844,1.06,Very Good,I,VS1,58.5,58.3,6.66,6.79,3.94,VS,Near Colorless,Very Good/Premium,0.058268908123975824,0.058268908123975824,0.0,-0.94,VS1IVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,True,5504.589975534872
845,1.08,Premium,E,SI2,60.8,59.0,6.57,6.62,4.01,SI,Colorless,Very Good/Premium,0.0769610411361284,0.0769610411361284,0.0,-0.9199999999999999,SI2EPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,True,False,False,False,False,False,True,5057.953821474196
846,0.26,Ideal,G,IF,61.7,54.0,4.15,4.18,2.57,IF,Colorless,Ideal,-1.3470736479666092,-1.3470736479666092,0.0,-0.74,IFGIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False,True,False,654.2764728159686
847,0.3,Very Good,H,VVS1,63.3,59.0,4.28,4.22,2.69,VVS,Near Colorless,Very Good/Premium,-1.2039728043259361,-1.2039728043259361,0.0,-0.7,VVS1HVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,True,False,False,False,False,True,597.4236484631775
848,0.72,Ideal,F,SI2,61.9,54.0,5.83,5.73,3.57,SI,Colorless,Ideal,-0.3285040669720361,-0.3285040669720361,0.0,-0.28,SI2FIdeal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,True,False,False,False,False,True,False,2163.203252986698
849,0.38,Ideal,D,VS1,62.2,57.0,4.66,4.63,2.89,VS,Colorless,Ideal,-0.9675840262617056,-0.9675840262617056,0.0,-0.62,VS1DIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,True,False,True,False,False,False,False,True,False,1045.6404256944375
850,0.81,Premium,F,SI1,61.9,58.0,5.99,5.96,3.7,SI,Colorless,Very Good/Premium,-0.21072103131565253,-0.21072103131565253,0.0,-0.18999999999999995,SI1FPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False,False,False,True,3096.0159131173814
851,1.47,Very Good,H,SI2,59.1,56.0,7.46,7.51,4.42,SI,Near Colorless,Very Good/Premium,0.3852624007906449,0.3852624007906449,0.0,-0.53,SI2HVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,True,False,False,False,False,True,7099.044364477387
852,1.01,Good,F,SI2,62.5,59.0,6.31,6.37,3.96,SI,Colorless,Good,0.009950330853168092,0.009950330853168092,0.0,-0.99,SI2FGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,True,False,False,False,True,False,False,4285.128040969289
853,1.24,Fair,G,SI2,65.7,57.0,6.72,6.68,4.4,SI,Colorless,Fair,0.2151113796169455,0.2151113796169455,0.0,-0.76,SI2GFair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,True,False,False,True,False,False,False,5667.136660539569
854,0.72,Very Good,G,SI2,62.5,56.0,5.68,5.71,3.56,SI,Colorless,Very Good/Premium,-0.3285040669720361,-0.3285040669720361,0.0,-0.28,SI2GVery Good,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,False,False,True,False,False,True,False,False,False,False,False,True,2013.2475353070886
855,0.51,Ideal,F,VS1,60.4,56.0,5.18,5.21,3.14,VS,Colorless,Ideal,-0.6733445532637656,-0.6733445532637656,0.0,-0.49,VS1FIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,True,False,1659.7905542266876
856,0.33,Ideal,J,VVS1,62.1,54.0,4.45,4.47,2.77,VVS,Tinted,Ideal,-1.1086626245216111,-1.1086626245216111,0.0,-0.6699999999999999,VVS1JIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,True,False,False,True,False,598.6474889849762
857,2.03,Ideal,G,SI1,60.0,55.8,8.17,8.3,4.95,SI,Colorless,Ideal,0.7080357930536959,0.0,0.7080357930536959,-0.9700000000000002,SI1GIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False,False,True,False,18099.73556745662
858,0.39,Very Good,J,VVS1,57.8,59.0,4.85,4.9,2.82,VVS,Tinted,Very Good/Premium,-0.941608539858445,-0.941608539858445,0.0,-0.61,VVS1JVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,True,False,False,False,True,786.5115248872338
859,0.3,Very Good,G,VS2,60.8,61.0,4.31,4.34,2.63,VS,Colorless,Very Good/Premium,-1.2039728043259361,-1.2039728043259361,0.0,-0.7,VS2GVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,True,605.9690991620371
860,0.55,Ideal,D,VS2,58.5,58.0,5.42,5.39,3.16,VS,Colorless,Ideal,-0.5978370007556204,-0.5978370007556204,0.0,-0.44999999999999996,VS2DIdeal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,False,False,False,True,False,True,False,False,False,False,True,False,2097.561555876217
861,1.0,Premium,E,I1,62.3,58.0,6.38,6.33,3.96,I,Colorless,Very Good/Premium,0.0,0.0,0.0,-1.0,I1EPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,False,False,False,False,True,2824.6627821769584
862,2.0,Good,I,VS2,63.6,60.0,8.03,7.95,5.08,VS,Near Colorless,Good,0.6931471805599453,0.0,0.6931471805599453,-1.0,VS2IGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,True,False,False,16008.490124308655
863,1.0,Good,D,SI1,63.8,53.0,6.35,6.4,4.07,SI,Colorless,Good,0.0,0.0,0.0,-1.0,SI1DGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,True,False,False,True,False,False,False,True,False,False,5202.224992445973
864,0.32,Ideal,J,VS1,62.0,54.7,4.39,4.42,2.73,VS,Tinted,Ideal,-1.1394342831883648,-1.1394342831883648,0.0,-0.6799999999999999,VS1JIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,True,False,471.9606188914967
865,0.4,Premium,G,VS1,60.7,58.0,4.81,4.78,2.91,VS,Colorless,Very Good/Premium,-0.916290731874155,-0.916290731874155,0.0,-0.6,VS1GPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,True,1028.826289429755
866,1.01,Good,D,SI1,64.1,60.0,6.3,6.27,4.03,SI,Colorless,Good,0.009950330853168092,0.009950330853168092,0.0,-0.99,SI1DGood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,True,False,False,True,False,False,False,True,False,False,5294.306232948312
867,0.3,Very Good,H,SI1,63.0,54.0,4.27,4.3,2.7,SI,Near Colorless,Very Good/Premium,-1.2039728043259361,-1.2039728043259361,0.0,-0.7,SI1HVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,True,417.46593149756836
868,0.7,Very Good,H,SI1,58.5,65.0,5.81,5.84,3.41,SI,Near Colorless,Very Good/Premium,-0.35667494393873245,-0.35667494393873245,0.0,-0.30000000000000004,SI1HVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,True,1960.49116430604
869,0.71,Very Good,E,VVS1,62.8,59.0,5.66,5.71,3.57,VVS,Colorless,Very Good/Premium,-0.342490308946776,-0.342490308946776,0.0,-0.29000000000000004,VVS1EVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,False,True,3498.7468287972215
870,0.83,Ideal,E,SI1,61.5,55.0,6.05,6.08,3.73,SI,Colorless,Ideal,-0.18632957819149348,-0.18632957819149348,0.0,-0.17000000000000004,SI1EIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False,False,True,False,3346.3761064474106
871,0.31,Ideal,I,VVS1,62.1,56.0,4.38,4.35,2.71,VVS,Near Colorless,Ideal,-1.171182981502945,-1.171182981502945,0.0,-0.69,VVS1IIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,True,False,False,False,True,False,656.7802537710414
872,0.71,Premium,E,VS2,62.1,59.0,5.68,5.72,3.54,VS,Colorless,Very Good/Premium,-0.342490308946776,-0.342490308946776,0.0,-0.29000000000000004,VS2EPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,True,2919.2585596018384
873,0.91,Very Good,H,VS1,62.7,63.0,6.1,6.03,3.8,VS,Near Colorless,Very Good/Premium,-0.09431067947124129,-0.09431067947124129,0.0,-0.08999999999999997,VS1HVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,True,3741.316328642206
874,0.9,Premium,G,VS2,62.0,60.0,6.19,6.14,3.82,VS,Colorless,Very Good/Premium,-0.10536051565782628,-0.10536051565782628,0.0,-0.09999999999999998,VS2GPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,True,4459.791149490796
875,0.41,Premium,G,VS1,61.9,60.0,4.76,4.7,2.93,VS,Colorless,Very Good/Premium,-0.8915981192837836,-0.8915981192837836,0.0,-0.5900000000000001,VS1GPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,True,1076.4714777208906
876,0.41,Premium,F,VVS2,60.1,59.0,4.79,4.82,2.89,VVS,Colorless,Very Good/Premium,-0.8915981192837836,-0.8915981192837836,0.0,-0.5900000000000001,VVS2FPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,False,True,1290.1567614073617
877,0.7,Very Good,F,SI1,59.2,60.0,5.77,5.79,3.42,SI,Colorless,Very Good/Premium,-0.35667494393873245,-0.35667494393873245,0.0,-0.30000000000000004,SI1FVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False,False,False,True,2383.268173564622
878,1.02,Ideal,I,VS2,62.7,56.0,6.37,6.43,4.01,VS,Near Colorless,Ideal,0.01980262729617973,0.01980262729617973,0.0,-0.98,VS2IIdeal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,True,False,4657.2439473293225
879,0.71,Ideal,G,SI2,61.5,55.0,5.74,5.78,3.54,SI,Colorless,Ideal,-0.342490308946776,-0.342490308946776,0.0,-0.29000000000000004,SI2GIdeal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,True,False,False,False,False,True,False,2009.1555215318713
880,0.51,Ideal,D,VS2,62.7,55.0,5.12,5.09,3.2,VS,Colorless,Ideal,-0.6733445532637656,-0.6733445532637656,0.0,-0.49,VS2DIdeal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,False,False,False,True,False,True,False,False,False,False,True,False,1828.4052372039903
881,1.03,Ideal,G,VVS2,61.6,56.0,6.48,6.5,4.0,VVS,Colorless,Ideal,0.02955880224154443,0.02955880224154443,0.0,-0.97,VVS2GIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,False,7890.579496147392
882,0.9,Very Good,G,VVS1,62.3,58.0,6.14,6.21,3.85,VVS,Colorless,Very Good/Premium,-0.10536051565782628,-0.10536051565782628,0.0,-0.09999999999999998,VVS1GVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,False,True,5345.083288376845
883,0.3,Ideal,D,VS2,61.1,56.0,4.36,4.32,2.65,VS,Colorless,Ideal,-1.2039728043259361,-1.2039728043259361,0.0,-0.7,VS2DIdeal,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,False,False,False,True,False,True,False,False,False,False,True,False,690.7701610759277
884,1.05,Very Good,G,VS2,61.7,55.0,6.5,6.56,4.03,VS,Colorless,Very Good/Premium,0.04879016416943205,0.04879016416943205,0.0,-0.95,VS2GVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,True,6581.096119262877
885,1.3,Ideal,H,VVS2,61.5,55.0,7.07,7.03,4.34,VVS,Near Colorless,Ideal,0.26236426446749106,0.26236426446749106,0.0,-0.7,VVS2HIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,True,False,False,False,True,False,9744.422257581433
886,0.36,Ideal,G,VVS1,62.8,57.0,4.55,4.52,2.85,VVS,Colorless,Ideal,-1.0216512475319814,-1.0216512475319814,0.0,-0.64,VVS1GIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,False,1051.5300650433796
887,0.51,Very Good,G,VVS1,62.9,57.0,5.08,5.12,3.21,VVS,Colorless,Very Good/Premium,-0.6733445532637656,-0.6733445532637656,0.0,-0.49,VVS1GVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,False,True,1922.336097511444
888,1.08,Very Good,J,SI2,63.2,59.0,6.57,6.4,4.1,SI,Tinted,Very Good/Premium,0.0769610411361284,0.0769610411361284,0.0,-0.9199999999999999,SI2JVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,False,True,False,False,False,True,3379.6290573740475
889,2.2,Premium,I,VS2,62.0,57.0,8.38,8.34,5.18,VS,Near Colorless,Very Good/Premium,0.7884573603642703,0.0,0.7884573603642703,-0.7999999999999998,VS2IPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,True,19399.119994974484
890,0.3,Ideal,F,IF,62.1,57.0,4.29,4.31,2.67,IF,Colorless,Ideal,-1.2039728043259361,-1.2039728043259361,0.0,-0.7,IFFIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False,True,False,852.3332140707944
891,0.3,Very Good,E,VVS2,62.9,55.0,4.25,4.27,2.68,VVS,Colorless,Very Good/Premium,-1.2039728043259361,-1.2039728043259361,0.0,-0.7,VVS2EVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,False,False,False,False,False,True,726.2571713865098
892,1.46,Premium,D,SI2,62.0,55.0,7.32,7.23,4.51,SI,Colorless,Very Good/Premium,0.37843643572024505,0.37843643572024505,0.0,-0.54,SI2DPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,False,False,True,False,False,True,False,False,False,False,False,True,9204.400206371824
893,0.54,Ideal,G,VS1,60.1,57.0,5.29,5.31,3.18,VS,Colorless,Ideal,-0.616186139423817,-0.616186139423817,0.0,-0.45999999999999996,VS1GIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,True,False,1841.6878122108672
894,0.58,Very Good,E,SI1,59.6,57.0,5.41,5.42,3.23,SI,Colorless,Very Good/Premium,-0.5447271754416722,-0.5447271754416722,0.0,-0.42000000000000004,SI1EVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False,False,False,True,1696.9392996871234
895,2.01,Premium,I,SI1,61.3,60.0,8.09,8.05,4.95,SI,Near Colorless,Very Good/Premium,0.6981347220709843,0.0,0.6981347220709843,-0.9900000000000002,SI1IPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,True,14172.863427947354
896,0.43,Very Good,D,SI1,62.9,56.0,4.78,4.83,3.02,SI,Colorless,Very Good/Premium,-0.843970070294529,-0.843970070294529,0.0,-0.5700000000000001,SI1DVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,True,False,False,True,False,False,False,False,False,True,1061.5064495684687
897,2.3,Ideal,H,SI2,61.6,56.0,8.48,8.52,5.24,SI,Near Colorless,Ideal,0.8329091229351039,0.0,0.8329091229351039,-0.7000000000000002,SI2HIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,False,True,False,False,False,True,False,15692.478984483583
898,0.91,Premium,I,VS1,61.9,57.0,6.24,6.19,3.85,VS,Near Colorless,Very Good/Premium,-0.09431067947124129,-0.09431067947124129,0.0,-0.08999999999999997,VS1IPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,False,True,3741.316328642206
899,0.4,Ideal,F,SI2,62.0,57.0,4.7,4.72,2.92,SI,Colorless,Ideal,-0.916290731874155,-0.916290731874155,0.0,-0.6,SI2FIdeal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,True,False,False,True,False,False,False,False,True,False,743.4480365134875
900,1.0,Ideal,E,SI1,61.6,57.0,6.37,6.45,3.95,SI,Colorless,Ideal,0.0,0.0,0.0,-1.0,SI1EIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False,False,True,False,5233.911690687432
901,0.41,Premium,G,VS2,61.9,59.0,4.77,4.73,2.94,VS,Colorless,Very Good/Premium,-0.8915981192837836,-0.8915981192837836,0.0,-0.5900000000000001,VS2GPremium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,False,False,True,1076.4714777208906
902,0.35,Ideal,H,VVS1,60.5,57.0,4.58,4.59,2.77,VVS,Near Colorless,Ideal,-1.0498221244986778,-1.0498221244986778,0.0,-0.65,VVS1HIdeal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,False,True,False,False,False,True,False,821.3199532965723
903,1.1,Very Good,G,IF,60.5,55.0,6.77,6.71,4.08,IF,Colorless,Very Good/Premium,0.09531017980432493,0.09531017980432493,0.0,-0.8999999999999999,IFGVery Good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,False,False,False,False,True,9706.294971357518
